Category,Indicator,Metro,Year_Desc,Year,Value,Formatted_Value,Rank,Rank_Order,Key_Indicator,Data_Type
Livability,Annual Change in Median Apartment Rent (Overall),"Seattle-Tacoma-Bellevue, WA Metro Area",2017 (2015 data),2017,0.07124681933842239,7.12%,11,(lowest to highest),1,Percent
Livability,Annual Change in Median Apartment Rent (Overall),"Seattle-Tacoma-Bellevue, WA Metro Area",2018 (2016 data),2018,0.04908946951702296,4.91%,8,(lowest to highest),1,Percent
Livability,Annual Change in Median Apartment Rent (Overall),"Seattle-Tacoma-Bellevue, WA Metro Area",2019 (2017 data),2019,0.0890566037735849,8.91%,12,(lowest to highest),1,Percent
Livability,Median Home Purchase Price,"Seattle-Tacoma-Bellevue, WA Metro Area",2015,2015,,,,(lowest to highest),0,Dollar
Livability,Median Home Purchase Price,"Seattle-Tacoma-Bellevue, WA Metro Area",2016.0,2016.0,,,,(lowest to highest),0,Dollar
Livability,Median Home Purchase Price,"Seattle-Tacoma-Bellevue, WA Metro Area",2017 (2016 data),2017,414500,"$414,500",9,(lowest to highest),0,Dollar
Livability,Median Home Purchase Price,"Seattle-Tacoma-Bellevue, WA Metro Area",2018 (2017 data),2018,465800,"$465,800",10,(lowest to highest),0,Dollar
Livability,Median Home Purchase Price,"Seattle-Tacoma-Bellevue, WA Metro Area",2019 (2018 data),2019,501400,"$501,400",10,(lowest to highest),0,Dollar
Vital Stats,Gross Regional Product (Millions),"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015 (2013 Data),2015,307750,"307,750",5,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product (Millions),"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2014 Data),2016,326501.7,"326,501.70",5,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product (Millions),"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2015 Data),2017,347603.9,"347,603.90",5,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product (Millions),"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2016 Data),2018,369805.9,"369,805.90",5,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product (Millions),"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2017 Data),2019,385542.3,"385,542.30",5,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015 (2013 Data),2015,55704.452718006236,"55,704.45",11,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2014 Data),2016,58180.978073280574,"58,180.98",11,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2015 Data),2017,60879.20779455284,"60,879.21",11,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2016 Data),2018,63867.44176808787,"63,867.44",11,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2017 Data),2019,65541.10957169207,"65,541.11",11,(highest to lowest),0,Numeric
Vital Stats,Median Household Income,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015 (2013 data),2015,55733,"$55,733",10,(highest to lowest),0,Dollar
Vital Stats,Median Household Income,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2014 data),2016,56166,"$56,166",10,(highest to lowest),0,Dollar
Vital Stats,Median Household Income,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2015 data),2017,60129,"$60,129",10,(highest to lowest),0,Dollar
Vital Stats,Median Household Income,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2016 data),2018,62613,"$62,613",10,(highest to lowest),0,Dollar
Vital Stats,Median Household Income,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2017 data),2019,65381,"$65,381",10,(highest to lowest),0,Dollar
Vital Stats,Labor Force Participation Rate,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015 (2013 data),2015,0.6709999999999999,67.10%,9,(highest to lowest),0,Percent
Vital Stats,Labor Force Participation Rate,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2014 data),2016,0.676,67.60%,7,(highest to lowest),0,Percent
Vital Stats,Labor Force Participation Rate,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2015 data),2017,0.669,66.90%,7,(highest to lowest),0,Percent
Vital Stats,Labor Force Participation Rate,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2016 data),2018,0.668,66.80%,9,(highest to lowest),0,Percent
Vital Stats,Labor Force Participation Rate,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2017 data),2019,0.674,67.40%,8,(highest to lowest),0,Percent
Vital Stats,Total Jobs,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2014 (2012 data),2014,2210106,"2,210,106",4,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015 (2013 data),2015,2269168,"2,269,168",4,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2014 data),2016,2343831,"2,343,831",4,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2015 data),2017,2419855,"2,419,855",4,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2016 data),2018,2497321,"2,497,321",4,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2017 data),2019,2567053,"2,567,053",4,(highest to lowest),0,Numeric
Vital Stats,Unemployment Rate Annualized,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2014 (2013 data),2014,0.078,7.80%,10,(lowest to highest),0,Percent
Vital Stats,Unemployment Rate Annualized,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015 (2014 data),2015,0.067,6.70%,11,(lowest to highest),0,Percent
Vital Stats,Unemployment Rate Annualized,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2015 data),2016,0.057,5.70%,11,(lowest to highest),0,Percent
Vital Stats,Unemployment Rate Annualized,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2016 data),2017,0.051,5.10%,10,(lowest to highest),0,Percent
Vital Stats,Unemployment Rate Annualized,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2017 data),2018,0.045,4.50%,10,(lowest to highest),0,Percent
Vital Stats,Unemployment Rate Annualized,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2018 data),2019,0.038,3.80%,8,(lowest to highest),0,Percent
Vital Stats,Top Tier Tax Rates Corporate Income Tax,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015,2015,0.06,6.00%,6,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Corporate Income Tax,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016.0,2016.0,0.06,6.00%,6.0,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Corporate Income Tax,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017.0,2017.0,0.06,6.00%,6.0,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Corporate Income Tax,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018.0,2018.0,0.06,6.00%,6.0,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Corporate Income Tax,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019.0,2019.0,0.0575,5.75%,6.0,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Personal Income Tax,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015,2015,0.06,6.00%,9,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Personal Income Tax,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016.0,2016.0,0.06,6.00%,9.0,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Personal Income Tax,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017.0,2017.0,0.06,6.00%,9.0,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Personal Income Tax,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018.0,2018.0,0.06,6.00%,9.0,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Personal Income Tax,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019.0,2019.0,0.0575,5.75%,9.0,(highest to lowest),0,Percent
Vital Stats,Poverty Rate- White,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015 (2013 data),2015,0.094,9.40%,9,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- White,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2014 data),2016,0.09,9.00%,8,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- White,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2015 data),2017,0.07888568847756376,7.89%,8,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- White,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2016 data),2018,0.079,7.90%,9,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- White,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2017 data),2019,0.07,7.00%,8,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- Of Color,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015 (2013 data),2015,0.2163539062938497,21.64%,8,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- Of Color,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2014 data),2016,0.2087286659075411,20.87%,7,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- Of Color,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2015 data),2017,0.19552687765092877,19.55%,7,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- Of Color,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2016 data),2018,0.179,17.90%,6,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- Of Color,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2017 data),2019,0.162,16.20%,7,(lowest to highest),0,Percent
Vital Stats,Population,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015 (2013 data),2015,5524693,"5,524,693",3,(largest to smallest),0,Numeric
Vital Stats,Population,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2014 data),2016,5611829,"5,611,829",3,(largest to smallest),0,Numeric
Vital Stats,Population,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2015 data),2017,5709731,"5,709,731",3,(largest to smallest),0,Numeric
Vital Stats,Population,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2016 data),2018,5790210,"5,790,210",3,(largest to smallest),0,Numeric
Vital Stats,Population,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2017 data),2019,5882450,"5,882,450",3,(largest to smallest),0,Numeric
Vital Stats,Population Growth,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015 (2013 data),2015,0.0122,1.22%,7,(highest to lowest),0,Percent
Vital Stats,Population Growth,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2014 data),2016,0.016,1.60%,7,(highest to lowest),0,Percent
Vital Stats,Population Growth,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2015 data),2017,0.016994624035058102,1.70%,6,(highest to lowest),0,Percent
Vital Stats,Population Growth,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2016 data),2018,0.014,1.40%,6,(highest to lowest),0,Percent
Vital Stats,Population Growth,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2017 data),2019,0.016,1.60%,5,(highest to lowest),0,Percent
Vital Stats,Population of Color,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015 (2013 data),2015,,,,(highest to lowest),0,Percent
Vital Stats,Population of Color,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2014 data),2016,,,,(highest to lowest),0,Percent
Vital Stats,Population of Color,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2015 data),2017,0.5151069037822094,51.51%,3,(highest to lowest),0,Percent
Vital Stats,Population of Color,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2016 data),2018,0.521056013264936,52.11%,3,(highest to lowest),0,Percent
Vital Stats,Population of Color,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2017 data),2019,0.528,52.80%,3,(highest to lowest),0,Percent
Vital Stats,Gross Regional Product (Millions),"Austin-Round Rock, TX Metro Area",2015 (2013 Data),2015,111720.1,"111,720.10",12,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product (Millions),"Austin-Round Rock, TX Metro Area",2016 (2014 Data),2016,119571.7,"119,571.70",12,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product (Millions),"Austin-Round Rock, TX Metro Area",2017 (2015 Data),2017,127804.4,"127,804.40",12,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product (Millions),"Austin-Round Rock, TX Metro Area",2018 (2016 Data),2018,135936.4,"135,936.40",12,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product (Millions),"Austin-Round Rock, TX Metro Area",2019 (2017 Data),2019,148750,"148,750",11,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Austin-Round Rock, TX Metro Area",2015 (2013 Data),2015,59329.30122444905,"59,329.30",9,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Austin-Round Rock, TX Metro Area",2016 (2014 Data),2016,61530.26374222391,"61,530.26",9,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Austin-Round Rock, TX Metro Area",2017 (2015 Data),2017,63874.73386443829,"63,874.73",10,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Austin-Round Rock, TX Metro Area",2018 (2016 Data),2018,66103.9046296814,"66,103.90",10,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Austin-Round Rock, TX Metro Area",2019 (2017 Data),2019,70303.47944326261,"70,303.48",8,(highest to lowest),0,Numeric
Vital Stats,Median Household Income,"Austin-Round Rock, TX Metro Area",2015 (2013 data),2015,61750,"$61,750",6,(highest to lowest),0,Dollar
Vital Stats,Median Household Income,"Austin-Round Rock, TX Metro Area",2016 (2014 data),2016,63603,"$63,603",6,(highest to lowest),0,Dollar
Vital Stats,Median Household Income,"Austin-Round Rock, TX Metro Area",2017 (2015 data),2017,67195,"$67,195",6,(highest to lowest),0,Dollar
Vital Stats,Median Household Income,"Austin-Round Rock, TX Metro Area",2018 (2016 data),2018,71000,"$71,000",6,(highest to lowest),0,Dollar
Vital Stats,Median Household Income,"Austin-Round Rock, TX Metro Area",2019 (2017 data),2019,73800,"$73,800",6,(highest to lowest),0,Dollar
Vital Stats,Labor Force Participation Rate,"Austin-Round Rock, TX Metro Area",2015 (2013 data),2015,0.71,71.00%,2,(highest to lowest),0,Percent
Vital Stats,Labor Force Participation Rate,"Austin-Round Rock, TX Metro Area",2016 (2014 data),2016,0.703,70.30%,3,(highest to lowest),0,Percent
Vital Stats,Labor Force Participation Rate,"Austin-Round Rock, TX Metro Area",2017 (2015 data),2017,0.7,70.00%,3,(highest to lowest),0,Percent
Vital Stats,Labor Force Participation Rate,"Austin-Round Rock, TX Metro Area",2018 (2016 data),2018,0.709,70.90%,2,(highest to lowest),0,Percent
Vital Stats,Labor Force Participation Rate,"Austin-Round Rock, TX Metro Area",2019 (2017 data),2019,0.704,70.40%,3,(highest to lowest),0,Percent
Vital Stats,Total Jobs,"Austin-Round Rock, TX Metro Area",2014 (2012 data),2014,812600,"812,600",12,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Austin-Round Rock, TX Metro Area",2015 (2013 data),2015,845787,"845,787",12,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Austin-Round Rock, TX Metro Area",2016 (2014 data),2016,881921,"881,921",12,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Austin-Round Rock, TX Metro Area",2017 (2015 data),2017,923098,"923,098",12,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Austin-Round Rock, TX Metro Area",2018 (2016 data),2018,953519,"953,519",12,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Austin-Round Rock, TX Metro Area",2019 (2017 data),2019,984633,"984,633",12,(highest to lowest),0,Numeric
Vital Stats,Unemployment Rate Annualized,"Austin-Round Rock, TX Metro Area",2014 (2013 data),2014,0.052,5.20%,2,(lowest to highest),0,Percent
Vital Stats,Unemployment Rate Annualized,"Austin-Round Rock, TX Metro Area",2015 (2014 data),2015,0.042,4.20%,2,(lowest to highest),0,Percent
Vital Stats,Unemployment Rate Annualized,"Austin-Round Rock, TX Metro Area",2016 (2015 data),2016,0.034,3.40%,1,(lowest to highest),0,Percent
Vital Stats,Unemployment Rate Annualized,"Austin-Round Rock, TX Metro Area",2017 (2016 data),2017,0.033,3.30%,2,(lowest to highest),0,Percent
Vital Stats,Unemployment Rate Annualized,"Austin-Round Rock, TX Metro Area",2018 (2017 data),2018,0.031,3.10%,2,(lowest to highest),0,Percent
Vital Stats,Unemployment Rate Annualized,"Austin-Round Rock, TX Metro Area",2019 (2018 data),2019,0.029,2.90%,3,(lowest to highest),0,Percent
Vital Stats,Top Tier Tax Rates Corporate Income Tax,"Austin-Round Rock, TX Metro Area",2015,2015,0.0095,0.95%,2,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Corporate Income Tax,"Austin-Round Rock, TX Metro Area",2016.0,2016.0,0.0095,0.95%,2.0,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Corporate Income Tax,"Austin-Round Rock, TX Metro Area",2017.0,2017.0,0.0075,0.75%,2.0,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Corporate Income Tax,"Austin-Round Rock, TX Metro Area",2018.0,2018.0,0.0075,0.75%,2.0,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Corporate Income Tax,"Austin-Round Rock, TX Metro Area",2019.0,2019.0,0.0075,0.75%,2.0,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Personal Income Tax,"Austin-Round Rock, TX Metro Area",2015,2015,0,0.00%,1,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Personal Income Tax,"Austin-Round Rock, TX Metro Area",2016.0,2016.0,0.0,0.00%,1.0,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Personal Income Tax,"Austin-Round Rock, TX Metro Area",2017.0,2017.0,0.0,0.00%,1.0,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Personal Income Tax,"Austin-Round Rock, TX Metro Area",2018.0,2018.0,0.0,0.00%,1.0,(highest to lowest),0,Percent
Vital Stats,Top Tier Tax Rates Personal Income Tax,"Austin-Round Rock, TX Metro Area",2019.0,2019.0,0.0,0.00%,1.0,(highest to lowest),0,Percent
Vital Stats,Poverty Rate- White,"Austin-Round Rock, TX Metro Area",2015 (2013 data),2015,0.085,8.50%,7,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- White,"Austin-Round Rock, TX Metro Area",2016 (2014 data),2016,0.09,9.00%,8,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- White,"Austin-Round Rock, TX Metro Area",2017 (2015 data),2017,0.07356966638740141,7.36%,7,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- White,"Austin-Round Rock, TX Metro Area",2018 (2016 data),2018,0.07200000000000001,7.20%,8,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- White,"Austin-Round Rock, TX Metro Area",2019 (2017 data),2019,0.067,6.70%,6,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- Of Color,"Austin-Round Rock, TX Metro Area",2015 (2013 data),2015,0.16188369327765947,16.19%,2,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- Of Color,"Austin-Round Rock, TX Metro Area",2016 (2014 data),2016,0.19471705394017771,19.47%,4,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- Of Color,"Austin-Round Rock, TX Metro Area",2017 (2015 data),2017,0.16589367103963398,16.59%,3,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- Of Color,"Austin-Round Rock, TX Metro Area",2018 (2016 data),2018,0.15,15.00%,3,(lowest to highest),0,Percent
Vital Stats,Poverty Rate- Of Color,"Austin-Round Rock, TX Metro Area",2019 (2017 data),2019,0.142,14.20%,4,(lowest to highest),0,Percent
Vital Stats,Population,"Austin-Round Rock, TX Metro Area",2015 (2013 data),2015,1883051,"1,883,051",12,(largest to smallest),0,Numeric
Vital Stats,Population,"Austin-Round Rock, TX Metro Area",2016 (2014 data),2016,1943299,"1,943,299",12,(largest to smallest),0,Numeric
Vital Stats,Population,"Austin-Round Rock, TX Metro Area",2017 (2015 data),2017,2000860,"2,000,860",12,(largest to smallest),0,Numeric
Vital Stats,Population,"Austin-Round Rock, TX Metro Area",2018 (2016 data),2018,2056405,"2,056,405",12,(largest to smallest),0,Numeric
Vital Stats,Population,"Austin-Round Rock, TX Metro Area",2019 (2017 data),2019,2115827,"2,115,827",12,(largest to smallest),0,Numeric
Vital Stats,Population Growth,"Austin-Round Rock, TX Metro Area",2015 (2013 data),2015,0.0267,2.67%,1,(highest to lowest),0,Percent
Vital Stats,Population Growth,"Austin-Round Rock, TX Metro Area",2016 (2014 data),2016,0.032,3.20%,1,(highest to lowest),0,Percent
Vital Stats,Population Growth,"Austin-Round Rock, TX Metro Area",2017 (2015 data),2017,0.029532304415052498,2.95%,1,(highest to lowest),0,Percent
Vital Stats,Population Growth,"Austin-Round Rock, TX Metro Area",2018 (2016 data),2018,0.028,2.80%,1,(highest to lowest),0,Percent
Vital Stats,Population Growth,"Austin-Round Rock, TX Metro Area",2019 (2017 data),2019,0.029,2.90%,1,(highest to lowest),0,Percent
Vital Stats,Population of Color,"Austin-Round Rock, TX Metro Area",2015 (2013 data),2015,,,,(highest to lowest),0,Percent
Vital Stats,Population of Color,"Austin-Round Rock, TX Metro Area",2016 (2014 data),2016,,,,(highest to lowest),0,Percent
Vital Stats,Population of Color,"Austin-Round Rock, TX Metro Area",2017 (2015 data),2017,0.46779647105455974,46.78%,4,(highest to lowest),0,Percent
Vital Stats,Population of Color,"Austin-Round Rock, TX Metro Area",2018 (2016 data),2018,0.471998463337718,47.20%,4,(highest to lowest),0,Percent
Vital Stats,Population of Color,"Austin-Round Rock, TX Metro Area",2019 (2017 data),2019,0.478,47.80%,4,(highest to lowest),0,Percent
Vital Stats,Gross Regional Product (Millions),"Boston-Cambridge-Newton, MA-NH Metro Area",2015 (2013 Data),2015,364803.6,"364,803.60",4,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product (Millions),"Boston-Cambridge-Newton, MA-NH Metro Area",2016 (2014 Data),2016,380768.8,"380,768.80",4,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product (Millions),"Boston-Cambridge-Newton, MA-NH Metro Area",2017 (2015 Data),2017,407675.1,"407,675.10",4,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product (Millions),"Boston-Cambridge-Newton, MA-NH Metro Area",2018 (2016 Data),2018,419783.3,"419,783.30",4,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product (Millions),"Boston-Cambridge-Newton, MA-NH Metro Area",2019 (2017 Data),2019,438683.9,"438,683.90",4,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Boston-Cambridge-Newton, MA-NH Metro Area",2015 (2013 Data),2015,77877.94929401389,"77,877.95",2,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Boston-Cambridge-Newton, MA-NH Metro Area",2016 (2014 Data),2016,80464.04169257978,"80,464.04",3,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Boston-Cambridge-Newton, MA-NH Metro Area",2017 (2015 Data),2017,85389.12653757466,"85,389.13",2,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Boston-Cambridge-Newton, MA-NH Metro Area",2018 (2016 Data),2018,87556.14568270334,"87,556.15",3,(highest to lowest),0,Numeric
Vital Stats,Gross Regional Product Per Capita,"Boston-Cambridge-Newton, MA-NH Metro Area",2019 (2017 Data),2019,90702.17889640323,"90,702.18",3,(highest to lowest),0,Numeric
Vital Stats,Median Household Income,"Boston-Cambridge-Newton, MA-NH Metro Area",2015 (2013 data),2015,72907,"$72,907",2,(highest to lowest),0,Dollar
Vital Stats,Median Household Income,"Boston-Cambridge-Newton, MA-NH Metro Area",2016 (2014 data),2016,75667,"$75,667",2,(highest to lowest),0,Dollar
Vital Stats,Median Household Income,"Boston-Cambridge-Newton, MA-NH Metro Area",2017 (2015 data),2017,78800,"$78,800",2,(highest to lowest),0,Dollar
Vital Stats,Median Household Income,"Boston-Cambridge-Newton, MA-NH Metro Area",2018 (2016 data),2018,82380,"$82,380",2,(highest to lowest),0,Dollar
Vital Stats,Median Household Income,"Boston-Cambridge-Newton, MA-NH Metro Area",2019 (2017 data),2019,85691,"$85,691",2,(highest to lowest),0,Dollar
Vital Stats,Labor Force Participation Rate,"Boston-Cambridge-Newton, MA-NH Metro Area",2015 (2013 data),2015,0.693,69.30%,4,(highest to lowest),0,Percent
Vital Stats,Labor Force Participation Rate,"Boston-Cambridge-Newton, MA-NH Metro Area",2016 (2014 data),2016,0.692,69.20%,4,(highest to lowest),0,Percent
Vital Stats,Labor Force Participation Rate,"Boston-Cambridge-Newton, MA-NH Metro Area",2017 (2015 data),2017,0.689,68.90%,4,(highest to lowest),0,Percent
Vital Stats,Labor Force Participation Rate,"Boston-Cambridge-Newton, MA-NH Metro Area",2018 (2016 data),2018,0.692,69.20%,4,(highest to lowest),0,Percent
Vital Stats,Labor Force Participation Rate,"Boston-Cambridge-Newton, MA-NH Metro Area",2019 (2017 data),2019,0.69,69.00%,4,(highest to lowest),0,Percent
Vital Stats,Total Jobs,"Boston-Cambridge-Newton, MA-NH Metro Area",2014 (2012 data),2014,2404324,"2,404,324",3,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Boston-Cambridge-Newton, MA-NH Metro Area",2015 (2013 data),2015,2444852,"2,444,852",3,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Boston-Cambridge-Newton, MA-NH Metro Area",2016 (2014 data),2016,2494443,"2,494,443",3,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Boston-Cambridge-Newton, MA-NH Metro Area",2017 (2015 data),2017,2551414,"2,551,414",3,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Boston-Cambridge-Newton, MA-NH Metro Area",2018 (2016 data),2018,2603895,"2,603,895",3,(highest to lowest),0,Numeric
Vital Stats,Total Jobs,"Boston-Cambridge-Newton, MA-NH Metro Area",2019 (2017 data),2019,2640852,"2,640,852",3,(highest to lowest),0,Numeric
Vital Stats,Unemployment Rate Annualized,"Boston-Cambridge-Newton, MA-NH Metro Area",2014 (2013 data),2014,0.061,6.10%,4,(lowest to highest),0,Percent
Vital Stats,Unemployment Rate Annualized,"Boston-Cambridge-Newton, MA-NH Metro Area",2015 (2014 data),2015,0.052,5.20%,5,(lowest to highest),0,Percent
Vital Stats,Unemployment Rate Annualized,"Boston-Cambridge-Newton, MA-NH Metro Area",2016 (2015 data),2016,0.043,4.30%,5,(lowest to highest),0,Percent
Vital Stats,Unemployment Rate Annualized,"Boston-Cambridge-Newton, MA-NH Metro Area",2017 (2016 data),2017,0.035,3.50%,3,(lowest to highest),0,Percent
